5974579,KW54 JCZJ RYIV UEJH SAAM VTVA KASM YE,-3105.07,Retiro,2023-12-19
4686722,HR97 9952 3832 3278 8819 0,-3413.62,Retiro,2023-12-19
8701829,GB27 LZTK 6965 3979 0808 00,4734.27,Ingreso,2023-12-19
5439379,FR67 2520 4000 39IX W54U PY2S 979,4624.56,Ingreso,2023-12-19
9285813,AE04 5804 3235 4458 1047 479,-1620.97,Retiro,2023-12-19
3350088,IS36 7665 4755 0273 5965 1458 55,-4690.52,Retiro,2023-12-19
6730203,AL56 4301 9943 QFP3 UNR1 5BNZ EHGI,541.12,Ingreso,2023-12-19
6228328,GR64 6749 381A O5TP PU4F DHQD QMC,-8919.15,Retiro,2023-12-19
1909617,LT86 7223 1941 4068 1701,2598.69,Ingreso,2023-12-19
5777406,GI04 DSRH JSOE ZA0Q JC6A ADW,3241.54,Ingreso,2023-12-19
3565772,FR89 3126 7953 11HM X97B KV1Q Y54,2514.06,Ingreso,2023-12-19
7209814,BE15 7915 7858 6083,8670.79,Ingreso,2023-12-19
2867731,NO09 6889 4387 424,4006.0,Ingreso,2023-12-19
8977884,ES58 4943 6757 6509 2574 8909,-4114.01,Retiro,2023-12-19
2696684,MT14 JNJU 0463 3V5O EP2E 3W1W IPAW UB9,8661.19,Ingreso,2023-12-19
5447372,PT19 8858 3491 5738 1418 5779 7,9641.09,Ingreso,2023-12-19
1822581,FR27 4868 7715 770O BETR 8PAQ T86,6505.82,Ingreso,2023-12-19
6807690,FR18 9360 1470 31XS AWA3 VKXP V72,198.46,Ingreso,2023-12-19
8584758,IS12 0586 0592 4067 5336 8743 03,-6523.15,Retiro,2023-12-19
1364347,AT53 1586 5937 3989 6321,-7648.81,Retiro,2023-12-19
8642935,LV85 DVMK 1QQ9 COKZ AUSP 3,3406.68,Ingreso,2023-12-19
6350322,FR80 6063 4454 23KB VVVX 5BHE 050,7162.32,Ingreso,2023-12-19
839846,IL63 4853 3547 9609 3681 811,7100.64,Ingreso,2023-12-19
4020449,FR18 9481 1179 79O2 MSA7 ONSF S21,-3897.21,Retiro,2023-12-19
8728469,MR22 1772 7264 4536 6482 4398 405,5370.16,Ingreso,2023-12-19
7244271,FR78 5688 4940 28LA SKNJ BHLN J77,-9268.85,Retiro,2023-12-19
7171316,BR45 6016 4228 6912 5476 4206 381G F,7216.26,Ingreso,2023-12-19
2641627,LU62 261S XNDF BI3T JN42,-852.51,Retiro,2023-12-19
1330427,CY25 0498 6046 HX7R RWXW LIIG SAAW,1623.86,Ingreso,2023-12-19
7623764,AE83 1056 4463 9745 9429 766,9380.2,Ingreso,2023-12-19
1573365,CZ68 9618 8377 2808 5147 7666,-4746.09,Retiro,2023-12-19
2745064,FR62 4561 7044 31HK A6YM QY2K U48,-6778.38,Retiro,2023-12-19
3182350,IE61 MMNC 0391 2587 9651 89,8920.11,Ingreso,2023-12-19
3902868,FR39 9773 4928 12WX AO9A ZSVH 531,5243.75,Ingreso,2023-12-19
4567594,TR33 4359 4KKL EOA8 5IKF I2RG ZO,-2901.49,Retiro,2023-12-19
3113257,GL76 9223 9137 5480 83,-2845.04,Retiro,2023-12-19
442242,CH34 8494 9KT6 CYTL OIQW S,6316.89,Ingreso,2023-12-19
6441337,PK98 NTTR UA5L VRT9 EPBL MN3G,2747.13,Ingreso,2023-12-19
868313,BH77 XRMP RKRJ PZLU XPNS 5E,-9471.03,Retiro,2023-12-19
7282587,GT02 WDE4 OITK TANG PCED P86R 77TT,1371.11,Ingreso,2023-12-19
7770506,FR83 4759 9612 02S6 TPDC ZG4G Q54,-1011.35,Retiro,2023-12-19
2804269,RO62 KYQI VKM1 8EOJ T6WB WRGT,4414.81,Ingreso,2023-12-19
8196507,FR62 9226 5487 96UN BKFJ BBJE T02,9422.61,Ingreso,2023-12-19
8879460,GE48 XT99 8792 3069 4307 07,6148.56,Ingreso,2023-12-19
2682083,RO82 IZDF BAV6 JJC5 OMDC 9EIS,-7022.82,Retiro,2023-12-19
7478145,MK40 343Q XWFV 0V0Y Z39,7775.91,Ingreso,2023-12-19
5743012,LV44 ZUDK GGQH G5PH SSCD 2,-1578.46,Retiro,2023-12-19
4929442,FR18 6685 5013 66JL Z4SP CDZ8 V40,7671.87,Ingreso,2023-12-19
9036563,AD75 7869 8804 QEAT OEWF HYHM,3367.03,Ingreso,2023-12-19
9004071,FR35 4993 3121 47HW OXZY ABQG X31,-9595.83,Retiro,2023-12-19
3417433,BE48 1853 3353 4429,3700.93,Ingreso,2023-12-19
4499947,TR38 5767 6IQ8 DGI7 BIFO TSOT MJ,8169.04,Ingreso,2023-12-19
